2024-05-14 18:47:27,600 INFO    StreamThr :2062374 [internal.py:wandb_internal():85] W&B internal server running at pid: 2062374, started at: 2024-05-14 18:47:27.598837
2024-05-14 18:47:27,601 DEBUG   HandlerThread:2062374 [handler.py:handle_request():158] handle_request: status
2024-05-14 18:47:27,609 INFO    WriterThread:2062374 [datastore.py:open_for_write():87] open: /home/usuaris/imatge/joan.manel.cardenas/age_predictions/wandb/run-20240514_184727-gt4n7bye/run-gt4n7bye.wandb
2024-05-14 18:47:27,611 DEBUG   SenderThread:2062374 [sender.py:send():378] send: header
2024-05-14 18:47:27,620 DEBUG   SenderThread:2062374 [sender.py:send():378] send: run
2024-05-14 18:47:28,055 INFO    SenderThread:2062374 [dir_watcher.py:__init__():211] watching files in: /home/usuaris/imatge/joan.manel.cardenas/age_predictions/wandb/run-20240514_184727-gt4n7bye/files
2024-05-14 18:47:28,055 INFO    SenderThread:2062374 [sender.py:_start_run_threads():1123] run started: gt4n7bye with start time 1715705247.600041
2024-05-14 18:47:28,081 DEBUG   HandlerThread:2062374 [handler.py:handle_request():158] handle_request: check_version
2024-05-14 18:47:28,082 DEBUG   SenderThread:2062374 [sender.py:send_request():405] send_request: check_version
2024-05-14 18:47:28,213 DEBUG   HandlerThread:2062374 [handler.py:handle_request():158] handle_request: run_start
2024-05-14 18:47:28,229 DEBUG   HandlerThread:2062374 [system_info.py:__init__():26] System info init
2024-05-14 18:47:28,229 DEBUG   HandlerThread:2062374 [system_info.py:__init__():41] System info init done
2024-05-14 18:47:28,229 INFO    HandlerThread:2062374 [system_monitor.py:start():194] Starting system monitor
2024-05-14 18:47:28,229 INFO    SystemMonitor:2062374 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-14 18:47:28,230 INFO    HandlerThread:2062374 [system_monitor.py:probe():214] Collecting system info
2024-05-14 18:47:28,230 INFO    SystemMonitor:2062374 [interfaces.py:start():188] Started cpu monitoring
2024-05-14 18:47:28,231 INFO    SystemMonitor:2062374 [interfaces.py:start():188] Started disk monitoring
2024-05-14 18:47:28,232 INFO    SystemMonitor:2062374 [interfaces.py:start():188] Started gpu monitoring
2024-05-14 18:47:28,233 INFO    SystemMonitor:2062374 [interfaces.py:start():188] Started memory monitoring
2024-05-14 18:47:28,233 INFO    SystemMonitor:2062374 [interfaces.py:start():188] Started network monitoring
2024-05-14 18:47:28,269 DEBUG   HandlerThread:2062374 [system_info.py:probe():150] Probing system
2024-05-14 18:47:28,272 DEBUG   HandlerThread:2062374 [system_info.py:_probe_git():135] Probing git
2024-05-14 18:47:28,281 DEBUG   HandlerThread:2062374 [system_info.py:_probe_git():143] Probing git done
2024-05-14 18:47:28,281 DEBUG   HandlerThread:2062374 [system_info.py:probe():198] Probing system done
